chainID,chainName,chainCreateSeq,trackSeq,tokenID,isChunk,chunkID,text,transcript,unitText, col 0, col 1, col 2, col 3, col 4, col 5, col 6, col 7,endNote,kind,POS_dft,agreement,charCount,definite,gapUnits,gapWords,gender,lexicality,markCount,number,numType,person,possessor,pronType,reflexive,tokenCount
62A307D32D7A,Trail 26,6,1,21EB464F03834,FALSE,1A8D8A897B9B8,have, ,"TC: I said; “Okay; you say you gonna have that;” but I say; “(unintelligible) is that what you want?" ,have,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
62A307D32D7A,Trail 26,6,1,246D8845B4D3F,FALSE,1A8D8A897B9B8,that;”, ,"TC: I said; “Okay; you say you gonna have that;” but I say; “(unintelligible) is that what you want?" ,that;”,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
36BC185C628E3,Trail 25,7,1,D836ADA608E4,TRUE, ,daughter was pretty much knowing,daughter was pretty much knowing,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,0,0,0,0,0,0,0,0,0,0,0, ,32, ,N/A,N/A, , , , , , , , , ,5
36BC185C628E3,Trail 25,7,1,36BD789C09FCF,FALSE,D836ADA608E4,daughter, ,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,daughter,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
36BC185C628E3,Trail 25,7,1,E302932B4809,FALSE,D836ADA608E4,was, ,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,was,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
36BC185C628E3,Trail 25,7,1,23DD665064BA,FALSE,D836ADA608E4,pretty, ,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,pretty,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
36BC185C628E3,Trail 25,7,1,16C3C5AF50FFB,FALSE,D836ADA608E4,much, ,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,much,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
36BC185C628E3,Trail 25,7,1,197292A103B2F,FALSE,D836ADA608E4,knowing, ,"TC: Yes; but my daughter was pretty much knowing what we were going through; and knowing what I was doing so; ‘cus she was out along with me; she went to ah; I got her to go to PK Young; because at that particular time they was; that was an all white school connected to the University of Florida; and I said; “I want you to go to PK Young;” and ah; my standard in the community and all that; I figured they wouldn’t deny me; and if I got my daughter in there; then I could get other; others to go to PK Young also; so; that was ah; that was cure(?" ,knowing,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
4F88FBC3DC1B,Trail 14,8,1,28B382A5F50DE,TRUE, ,we talking,we talking,"TC: So; we talking about unisex restrooms; we had that for years." ,0,0,0,0,0,0,0,0,0,0,0, ,10, ,N/A,N/A, , , , , , , , , ,2
4F88FBC3DC1B,Trail 14,8,1,7A4DD100A41E,FALSE,28B382A5F50DE,we, ,"TC: So; we talking about unisex restrooms; we had that for years." ,we,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
4F88FBC3DC1B,Trail 14,8,1,7C331813F51,FALSE,28B382A5F50DE,talking, ,"TC: So; we talking about unisex restrooms; we had that for years." ,talking,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,245021C982881,TRUE, ,pressure group was the labor unions;,pressure group was the labor unions;,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,0,0,0,0,0,0,0,0,0,0,0, ,36, ,N/A,N/A, , , , , , , , , ,6
14BC8ECD01D7D,Trail 17,9,1,BBD2A67A7254,FALSE,245021C982881,pressure, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,pressure,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,E8EC1F7F085E,FALSE,245021C982881,group, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,group,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,56C2918D520C,FALSE,245021C982881,was, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,was,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,3771CE598F139,FALSE,245021C982881,the, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,the,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,1E4D9E337C1BB,FALSE,245021C982881,labor, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,labor,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
14BC8ECD01D7D,Trail 17,9,1,3296B6D9CA291,FALSE,245021C982881,unions;, ,"TC: When the civil right movement came about; I was teaching; and in the textbook they had “pressure groups;” but the pressure group was the labor unions; and the other pressure group who were eventually pressured people to make laws on their behalf; but SNCC and CORE; and NACP; and all those other groups; were not mentioned as pressure groups; but they were pressure groups." ,unions;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
AEAB48104DE2,undefined,10,1,2F9D53474409A,TRUE, ,the restrooms was.",the restrooms was.","TC: That was what the restaurant; I mean; that’s what the restrooms was." ,0,0,0,0,0,0,0,0,0,0,0, ,19, ,N/A,N/A, , , , , , , , , ,3
AEAB48104DE2,undefined,10,1,FC2AC023B548,FALSE,2F9D53474409A,the, ,"TC: That was what the restaurant; I mean; that’s what the restrooms was." ,the,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
AEAB48104DE2,undefined,10,1,124548502CBA6,FALSE,2F9D53474409A,restrooms, ,"TC: That was what the restaurant; I mean; that’s what the restrooms was." ,restrooms,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
AEAB48104DE2,undefined,10,1,250FE3931F28C,FALSE,2F9D53474409A,was.", ,"TC: That was what the restaurant; I mean; that’s what the restrooms was." ,was.",undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
CB831EC1D74F,Trail 8,11,1,7B59CB8730F8,TRUE, ,it was the old glory,it was the old glory,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,0,0,0,0,0,0,0,0,0,0,0, ,20, ,N/A,N/A, , , , , , , , , ,5
CB831EC1D74F,Trail 8,11,1,2C147DDC0B03E,FALSE,7B59CB8730F8,it, ,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,it,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
CB831EC1D74F,Trail 8,11,1,110FD078CB9A7,FALSE,7B59CB8730F8,was, ,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,was,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
CB831EC1D74F,Trail 8,11,1,338D5F560F118,FALSE,7B59CB8730F8,the, ,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,the,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
CB831EC1D74F,Trail 8,11,1,1FA1B19228EE5,FALSE,7B59CB8730F8,old, ,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,old,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
CB831EC1D74F,Trail 8,11,1,1618433817D04,FALSE,7B59CB8730F8,glory, ,"TC: And at the time I went into the navy it was; uh; even though I was fighting a war overseas; uh; for the county that; uh; I learned that it was the old glory and the United States of America; and then I came back but after being in the; ah; the Navy; and being; ah; segregated in the navy; and; ah; I felt that I could do; ah; better." ,glory,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,196B023E44483,TRUE, ,That’s a; uh; the; that was the; uh; what was,That’s a; uh; the; that was the; uh; what was,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,0,0,0,0,0,0,0,0,0,0,0, ,45, ,N/A,N/A, , , , , , , , , ,10
49A2984610EA,Trail 32,12,1,3669288432B01,FALSE,196B023E44483,That’s, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,That’s,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,33F7FBAECBF22,FALSE,196B023E44483,a;, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,a;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,D67C1DC5DD0E,FALSE,196B023E44483,uh;, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,uh;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,2BCFF00C04419,FALSE,196B023E44483,the;, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,the;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,1DB9A5504312F,FALSE,196B023E44483,that, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,that,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,1D1FF000F807C,FALSE,196B023E44483,was, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,was,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,B8FB0E52A2DA,FALSE,196B023E44483,the;, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,the;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,E68DE0EA01DD,FALSE,196B023E44483,uh;, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,uh;,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,20B142871ACC,FALSE,196B023E44483,what, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,what,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
49A2984610EA,Trail 32,12,1,314F7A9FD3DB7,FALSE,196B023E44483,was, ,"TC: That’s a; uh; the; that was the; uh; what was that; in the Navy; what was it; what was that in the Navy; I’m trying to think now; um; it was the same as in the Army it would be a corporal; but it’s a; I had the two stripes." ,was,undefined,undefined,undefined,undefined,undefined,undefined,undefined, , , , , , , , , , , , , , , , , , 
